State,State_Code,Station,Year,Month,Date,Day,MinTemp,MaxTemp,Rain
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,11,Th,24,40.1,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,12,Fr,15.8,18,12.4
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,13,Sa,15.9,25,8.2
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,14,Su,17.2,21.6,0.4
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,15,Mo,14.8,24.9,8
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,16,Tu,12.6,25.2,0.2
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,17,We,12.9,22.1,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,18,Th,14.1,24.9,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,19,Fr,16.3,19,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,20,Sa,4.5,15.7,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,21,Su,4.1,19,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,22,Mo,10.6,21.7,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,23,Tu,10.4,23.8,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,24,We,9.3,25.1,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,25,Th,12.7,24.7,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,26,Fr,11.3,21.3,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,27,Sa,10.5,23.4,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,28,Su,11.8,26.6,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,29,Mo,14.2,24.5,0
Western Australia,WA,Kalgoorlie-Boulder Airport {station 012038},2019,April,30,Tu,8.1,19.4,0
Western Australia,WA,Broome Airport {station 003003},2020,June,1,Mo,21.7,30,0
Western Australia,WA,Broome Airport {station 003003},2020,June,2,Tu,17.3,32.9,0
Western Australia,WA,Broome Airport {station 003003},2020,June,3,We,19.6,31.3,0
Western Australia,WA,Broome Airport {station 003003},2020,June,4,Th,,29.3,
Western Australia,WA,Broome Airport {station 003003},2020,June,5,Fr,13.2,29,
Western Australia,WA,Broome Airport {station 003003},2020,June,6,Sa,11.8,29.4,0
Western Australia,WA,Broome Airport {station 003003},2020,June,7,Su,12,30.4,0
Western Australia,WA,Broome Airport {station 003003},2020,June,8,Mo,13.7,30,0
Western Australia,WA,Broome Airport {station 003003},2020,June,9,Tu,14.7,31.6,0
Western Australia,WA,Broome Airport {station 003003},2020,June,10,We,17.2,31.5,0
Western Australia,WA,Broome Airport {station 003003},2020,June,11,Th,14.2,31.8,0
Western Australia,WA,Broome Airport {station 003003},2020,June,12,Fr,14,30.8,0
Western Australia,WA,Broome Airport {station 003003},2020,June,13,Sa,15.1,29.5,0
Western Australia,WA,Broome Airport {station 003003},2020,June,14,Su,16,32.5,0
Western Australia,WA,Broome Airport {station 003003},2020,June,15,Mo,17.7,32.4,0
Western Australia,WA,Broome Airport {station 003003},2020,June,16,Tu,17,33,0
Western Australia,WA,Broome Airport {station 003003},2020,June,17,We,17.5,32.2,0
Western Australia,WA,Broome Airport {station 003003},2020,June,18,Th,15.3,31.5,0
Western Australia,WA,Broome Airport {station 003003},2020,June,19,Fr,14.3,31.3,0
Western Australia,WA,Broome Airport {station 003003},2020,June,20,Sa,14.4,30.9,0
Western Australia,WA,Broome Airport {station 003003},2020,June,21,Su,12.5,30.5,0
Western Australia,WA,Broome Airport {station 003003},2020,June,22,Mo,15.2,31.5,0
Western Australia,WA,Broome Airport {station 003003},2020,June,23,Tu,17.2,30.1,0
Western Australia,WA,Broome Airport {station 003003},2020,June,24,We,11.9,27.7,0
Western Australia,WA,Broome Airport {station 003003},2020,June,25,Th,12.8,29.2,0
Western Australia,WA,Broome Airport {station 003003},2020,June,26,Fr,14,30.1,0
Western Australia,WA,Broome Airport {station 003003},2020,June,27,Sa,14.8,,0
Western Australia,WA,Broome Airport {station 003003},2020,June,28,Su,13.3,31.4,0
Western Australia,WA,Broome Airport {station 003003},2020,June,29,Mo,15.4,32.1,0
Western Australia,WA,Broome Airport {station 003003},2020,June,30,Tu,12.9,32.1,0
Western Australia,WA,Broome Airport {station 003003},2020,May,1,Fr,22.3,33.9,
Western Australia,WA,Broome Airport {station 003003},2020,May,2,Sa,21.7,34.4,0
Western Australia,WA,Broome Airport {station 003003},2020,May,3,Su,19.8,33.4,0
Western Australia,WA,Broome Airport {station 003003},2020,May,4,Mo,15.5,34.1,0
Western Australia,WA,Broome Airport {station 003003},2020,May,5,Tu,15.5,34.7,0
Western Australia,WA,Broome Airport {station 003003},2020,May,6,We,16.5,34.2,0
Western Australia,WA,Broome Airport {station 003003},2020,May,7,Th,17.3,35.1,0
Western Australia,WA,Broome Airport {station 003003},2020,May,8,Fr,17.7,33.7,0
Western Australia,WA,Broome Airport {station 003003},2020,May,9,Sa,19.3,36.7,0
Western Australia,WA,Broome Airport {station 003003},2020,May,10,Su,18.1,36.2,0
Western Australia,WA,Broome Airport {station 003003},2020,May,11,Mo,20.4,34.9,0
Western Australia,WA,Broome Airport {station 003003},2020,May,12,Tu,21,34.4,0
Western Australia,WA,Broome Airport {station 003003},2020,May,13,We,17.4,33.6,0
Western Australia,WA,Broome Airport {station 003003},2020,May,14,Th,14.3,33,0
Western Australia,WA,Broome Airport {station 003003},2020,May,15,Fr,15.2,33.4,
Western Australia,WA,Broome Airport {station 003003},2020,May,16,Sa,15.5,33.7,0.2
Western Australia,WA,Broome Airport {station 003003},2020,May,17,Su,16.3,34.1,0
Western Australia,WA,Broome Airport {station 003003},2020,May,18,Mo,15.9,35,0
Western Australia,WA,Broome Airport {station 003003},2020,May,19,Tu,21.8,33,0
Western Australia,WA,Broome Airport {station 003003},2020,May,20,We,18.9,23.6,1.2
Western Australia,WA,Broome Airport {station 003003},2020,May,21,Th,19.6,24.6,0.8
Western Australia,WA,Broome Airport {station 003003},2020,May,22,Fr,19.6,28.2,0
Western Australia,WA,Broome Airport {station 003003},2020,May,23,Sa,15.1,28.3,0
Western Australia,WA,Broome Airport {station 003003},2020,May,24,Su,13.9,30.1,0
Western Australia,WA,Broome Airport {station 003003},2020,May,25,Mo,14.8,32.1,0
Western Australia,WA,Broome Airport {station 003003},2020,May,26,Tu,23.7,27.2,93
Western Australia,WA,Broome Airport {station 003003},2020,May,27,We,18.4,26.2,0
Western Australia,WA,Broome Airport {station 003003},2020,May,28,Th,19.9,27.8,0
Western Australia,WA,Broome Airport {station 003003},2020,May,29,Fr,20.1,28.3,0
Western Australia,WA,Broome Airport {station 003003},2020,May,30,Sa,22.9,29.9,0.6
Western Australia,WA,Broome Airport {station 003003},2020,May,31,Su,21,32.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,1,We,29.6,34.2,0
Western Australia,WA,Broome Airport {station 003003},2020,April,2,Th,29.5,34.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,3,Fr,28.9,33.9,0
Western Australia,WA,Broome Airport {station 003003},2020,April,4,Sa,29,35.3,0
Western Australia,WA,Broome Airport {station 003003},2020,April,5,Su,26.4,36.8,0
Western Australia,WA,Broome Airport {station 003003},2020,April,6,Mo,26.6,36.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,7,Tu,26.2,34.6,0
Western Australia,WA,Broome Airport {station 003003},2020,April,8,We,23,34,7.6
Western Australia,WA,Broome Airport {station 003003},2020,April,9,Th,24.6,34.9,0
Western Australia,WA,Broome Airport {station 003003},2020,April,10,Fr,22.7,35.3,0
Western Australia,WA,Broome Airport {station 003003},2020,April,11,Sa,20,34.8,0
Western Australia,WA,Broome Airport {station 003003},2020,April,12,Su,21.1,32.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,13,Mo,25.4,30.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,14,Tu,25.4,33.7,0
Western Australia,WA,Broome Airport {station 003003},2020,April,15,We,25,33.9,0
Western Australia,WA,Broome Airport {station 003003},2020,April,16,Th,24.5,33.4,
Western Australia,WA,Broome Airport {station 003003},2020,April,17,Fr,23.4,34.8,0
Western Australia,WA,Broome Airport {station 003003},2020,April,18,Sa,25.5,33.8,0
Western Australia,WA,Broome Airport {station 003003},2020,April,19,Su,25.1,34.5,0
Western Australia,WA,Broome Airport {station 003003},2020,April,20,Mo,25.6,34.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,21,Tu,28,34.9,0
Western Australia,WA,Broome Airport {station 003003},2020,April,22,We,28.9,34,0
Western Australia,WA,Broome Airport {station 003003},2020,April,23,Th,26.1,41.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,24,Fr,24,35.1,0
Western Australia,WA,Broome Airport {station 003003},2020,April,25,Sa,28.8,34.6,0
Western Australia,WA,Broome Airport {station 003003},2020,April,26,Su,27,39.7,0
Western Australia,WA,Broome Airport {station 003003},2020,April,27,Mo,24.1,33.9,0
Western Australia,WA,Broome Airport {station 003003},2020,April,28,Tu,25.5,34.4,0
Western Australia,WA,Broome Airport {station 003003},2020,April,29,We,23.1,38.6,0
Western Australia,WA,Broome Airport {station 003003},2020,April,30,Th,25.4,,0
Western Australia,WA,Broome Airport {station 003003},2020,March,1,Su,25.2,31.1,9.8
Western Australia,WA,Broome Airport {station 003003},2020,March,2,Mo,26.8,34.2,0
Western Australia,WA,Broome Airport {station 003003},2020,March,3,Tu,25.2,34.4,13.2
Western Australia,WA,Broome Airport {station 003003},2020,March,4,We,23.5,33.5,8
Western Australia,WA,Broome Airport {station 003003},2020,March,5,Th,24.9,33.1,0
Western Australia,WA,Broome Airport {station 003003},2020,March,6,Fr,24.5,33.7,0
Western Australia,WA,Broome Airport {station 003003},2020,March,7,Sa,25.2,35,0
Western Australia,WA,Broome Airport {station 003003},2020,March,8,Su,24.8,34.8,0
Western Australia,WA,Broome Airport {station 003003},2020,March,9,Mo,25,34.5,0
Western Australia,WA,Broome Airport {station 003003},2020,March,10,Tu,25.4,33.8,0
Western Australia,WA,Broome Airport {station 003003},2020,March,11,We,25.9,33.8,0
Western Australia,WA,Broome Airport {station 003003},2020,March,12,Th,26.5,33.6,0
Western Australia,WA,Broome Airport {station 003003},2020,March,13,Fr,29.7,34.8,0
Western Australia,WA,Broome Airport {station 003003},2020,March,14,Sa,30,34.7,0
Western Australia,WA,Broome Airport {station 003003},2020,March,15,Su,29.5,34.6,0
Western Australia,WA,Broome Airport {station 003003},2020,March,16,Mo,26.9,35.7,0
Western Australia,WA,Broome Airport {station 003003},2020,March,17,Tu,26.9,34.2,0
Western Australia,WA,Broome Airport {station 003003},2020,March,18,We,29.5,34.1,0
Western Australia,WA,Broome Airport {station 003003},2020,March,19,Th,27.7,34.4,0
Western Australia,WA,Broome Airport {station 003003},2020,March,20,Fr,26.6,35.3,0
Western Australia,WA,Broome Airport {station 003003},2020,March,21,Sa,27,35.3,0
Western Australia,WA,Broome Airport {station 003003},2020,March,22,Su,25.6,35.2,0
Western Australia,WA,Broome Airport {station 003003},2020,March,23,Mo,29.1,37.3,0
Western Australia,WA,Broome Airport {station 003003},2020,March,24,Tu,29.6,37.2,0
Western Australia,WA,Broome Airport {station 003003},2020,March,25,We,26.8,40.8,0
Western Australia,WA,Broome Airport {station 003003},2020,March,26,Th,27.1,35.6,0
Western Australia,WA,Broome Airport {station 003003},2020,March,27,Fr,25.3,38.2,0
Western Australia,WA,Broome Airport {station 003003},2020,March,28,Sa,30.3,34.7,0
Western Australia,WA,Broome Airport {station 003003},2020,March,29,Su,29.5,34.6,0
Western Australia,WA,Broome Airport {station 003003},2020,March,30,Mo,28.4,35.5,0
Western Australia,WA,Broome Airport {station 003003},2020,March,31,Tu,30,34.3,0
Western Australia,WA,Broome Airport {station 003003},2020,February,1,Sa,29,33.3,0
Western Australia,WA,Broome Airport {station 003003},2020,February,2,Su,28.8,33.5,0
Western Australia,WA,Broome Airport {station 003003},2020,February,3,Mo,29.6,34.6,0
Western Australia,WA,Broome Airport {station 003003},2020,February,4,Tu,29.8,37.6,0
Western Australia,WA,Broome Airport {station 003003},2020,February,5,We,26.1,33.4,8.8
Western Australia,WA,Broome Airport {station 003003},2020,February,6,Th,25.5,32.7,5.4
Western Australia,WA,Broome Airport {station 003003},2020,February,7,Fr,25.8,34.8,1.2
Western Australia,WA,Broome Airport {station 003003},2020,February,8,Sa,24.7,32.7,0.2
Western Australia,WA,Broome Airport {station 003003},2020,February,9,Su,26.9,32.5,0
Western Australia,WA,Broome Airport {station 003003},2020,February,10,Mo,28.5,33.5,0
Western Australia,WA,Broome Airport {station 003003},2020,February,11,Tu,28.4,33,0
Western Australia,WA,Broome Airport {station 003003},2020,February,12,We,28.5,33.3,0
Western Australia,WA,Broome Airport {station 003003},2020,February,13,Th,29.1,33.3,0
Western Australia,WA,Broome Airport {station 003003},2020,February,14,Fr,29,33.2,0
Western Australia,WA,Broome Airport {station 003003},2020,February,15,Sa,28.6,33.3,0
Western Australia,WA,Broome Airport {station 003003},2020,February,16,Su,28.9,33,0
Western Australia,WA,Broome Airport {station 003003},2020,February,17,Mo,28.8,33.2,0
Western Australia,WA,Broome Airport {station 003003},2020,February,18,Tu,29.5,33.9,0
Western Australia,WA,Broome Airport {station 003003},2020,February,19,We,27.3,35.3,0
Western Australia,WA,Broome Airport {station 003003},2020,February,20,Th,22.8,32.3,53
Western Australia,WA,Broome Airport {station 003003},2020,February,21,Fr,26.6,32.9,0
Western Australia,WA,Broome Airport {station 003003},2020,February,22,Sa,26.9,34.3,0
Western Australia,WA,Broome Airport {station 003003},2020,February,23,Su,28.1,33.8,0
Western Australia,WA,Broome Airport {station 003003},2020,February,24,Mo,27.4,33.5,0
Western Australia,WA,Broome Airport {station 003003},2020,February,25,Tu,29.3,33.2,0
Western Australia,WA,Broome Airport {station 003003},2020,February,26,We,29.2,33.7,0
Western Australia,WA,Broome Airport {station 003003},2020,February,27,Th,29.6,33.8,0
Western Australia,WA,Broome Airport {station 003003},2020,February,28,Fr,27.7,35.7,0
Western Australia,WA,Broome Airport {station 003003},2020,February,29,Sa,30.1,35.2,0
Western Australia,WA,Broome Airport {station 003003},2020,January,1,We,28.3,39.8,0
Western Australia,WA,Broome Airport {station 003003},2020,January,2,Th,30.5,35,0
Western Australia,WA,Broome Airport {station 003003},2020,January,3,Fr,25.1,33.8,3
Western Australia,WA,Broome Airport {station 003003},2020,January,4,Sa,26.2,33.1,5.8
Western Australia,WA,Broome Airport {station 003003},2020,January,5,Su,24.1,26,36.4
Western Australia,WA,Broome Airport {station 003003},2020,January,6,Mo,24.2,27.9,24
Western Australia,WA,Broome Airport {station 003003},2020,January,7,Tu,24.2,30.7,152.8
Western Australia,WA,Broome Airport {station 003003},2020,January,8,We,25.1,30.8,40.4
Western Australia,WA,Broome Airport {station 003003},2020,January,9,Th,25.9,32.2,5.2
Western Australia,WA,Broome Airport {station 003003},2020,January,10,Fr,27.8,32.4,0
Western Australia,WA,Broome Airport {station 003003},2020,January,11,Sa,28.4,34.2,4.4
Western Australia,WA,Broome Airport {station 003003},2020,January,12,Su,25.1,39.5,18.2
Western Australia,WA,Broome Airport {station 003003},2020,January,13,Mo,23.2,35.9,8.4
Western Australia,WA,Broome Airport {station 003003},2020,January,14,Tu,26.1,32.7,1
Western Australia,WA,Broome Airport {station 003003},2020,January,15,We,28.8,33.9,0.4
Western Australia,WA,Broome Airport {station 003003},2020,January,16,Th,25.9,34.2,0
Western Australia,WA,Broome Airport {station 003003},2020,January,17,Fr,29.8,34.2,0
Western Australia,WA,Broome Airport {station 003003},2020,January,18,Sa,25.5,33.3,4.6
Western Australia,WA,Broome Airport {station 003003},2020,January,19,Su,23.9,29.9,28.4
Western Australia,WA,Broome Airport {station 003003},2020,January,20,Mo,25.2,34.6,0.2
Western Australia,WA,Broome Airport {station 003003},2020,January,21,Tu,28.9,33.7,0
Western Australia,WA,Broome Airport {station 003003},2020,January,22,We,29.1,33.2,0
Western Australia,WA,Broome Airport {station 003003},2020,January,23,Th,28.7,33,0
Western Australia,WA,Broome Airport {station 003003},2020,January,24,Fr,27.8,33.6,0
Western Australia,WA,Broome Airport {station 003003},2020,January,25,Sa,29.2,33.5,0
Western Australia,WA,Broome Airport {station 003003},2020,January,26,Su,29.2,33.5,0
Western Australia,WA,Broome Airport {station 003003},2020,January,27,Mo,26.6,33.5,0
Western Australia,WA,Broome Airport {station 003003},2020,January,28,Tu,27.7,34,0
Western Australia,WA,Broome Airport {station 003003},2020,January,29,We,29.7,34.5,0
Western Australia,WA,Broome Airport {station 003003},2020,January,30,Th,29.2,33.4,0
Western Australia,WA,Broome Airport {station 003003},2020,January,31,Fr,29,33.6,0
Western Australia,WA,Broome Airport {station 003003},2020,July,1,We,13.4,32.2,0
Western Australia,WA,Broome Airport {station 003003},2020,July,2,Th,12.6,32.1,0
Western Australia,WA,Broome Airport {station 003003},2020,July,3,Fr,13.7,32,0
Western Australia,WA,Broome Airport {station 003003},2020,July,4,Sa,20.3,33.5,0
Western Australia,WA,Broome Airport {station 003003},2020,July,5,Su,17.1,29.3,0
Western Australia,WA,Broome Airport {station 003003},2020,July,6,Mo,13.1,30.1,0
Western Australia,WA,Broome Airport {station 003003},2020,July,7,Tu,12.5,29.7,0
Western Australia,WA,Broome Airport {station 003003},2020,July,8,We,12.8,29.3,0
Western Australia,WA,Broome Airport {station 003003},2020,July,9,Th,14.2,31.1,0
Western Australia,WA,Broome Airport {station 003003},2020,July,10,Fr,11.8,32.2,0
Western Australia,WA,Broome Airport {station 003003},2020,July,11,Sa,15,30.5,0
Western Australia,WA,Broome Airport {station 003003},2020,July,12,Su,16,30.2,0
Western Australia,WA,Broome Airport {station 003003},2020,July,13,Mo,14.7,31.3,0
Western Australia,WA,Broome Airport {station 003003},2020,July,14,Tu,11.5,30.4,0
Western Australia,WA,Broome Airport {station 003003},2020,July,15,We,10.8,28.1,0
Western Australia,WA,Broome Airport {station 003003},2020,July,16,Th,10.7,29,0
Western Australia,WA,Broome Airport {station 003003},2020,July,17,Fr,11,30.4,0
Western Australia,WA,Broome Airport {station 003003},2020,July,18,Sa,13.8,28,0
Western Australia,WA,Broome Airport {station 003003},2020,July,19,Su,19.4,29,0
Western Australia,WA,Broome Airport {station 003003},2020,July,20,Mo,16.1,29.6,0
Western Australia,WA,Broome Airport {station 003003},2020,July,21,Tu,13.8,31.8,0
Western Australia,WA,Broome Airport {station 003003},2020,July,22,We,14.7,30.9,0
Western Australia,WA,Broome Airport {station 003003},2020,July,23,Th,14.1,29.1,0
Western Australia,WA,Broome Airport {station 003003},2020,July,24,Fr,17.6,28.8,0
Western Australia,WA,Broome Airport {station 003003},2020,July,25,Sa,12,29.7,0
Western Australia,WA,Broome Airport {station 003003},2020,July,26,Su,12.1,29.9,0
Western Australia,WA,Broome Airport {station 003003},2020,July,27,Mo,11.5,29.6,0
Western Australia,WA,Broome Airport {station 003003},2020,July,28,Tu,10.9,31.3,0
Western Australia,WA,Broome Airport {station 003003},2020,July,29,We,11,31,0
Western Australia,WA,Broome Airport {station 003003},2020,July,30,Th,9,31.7,0
Western Australia,WA,Broome Airport {station 003003},2020,July,31,Fr,8.4,32.8,0
Western Australia,WA,Broome Airport {station 003003},2020,August,1,Sa,10,30.7,0
Western Australia,WA,Broome Airport {station 003003},2020,August,2,Su,10.7,30.3,0
Western Australia,WA,Broome Airport {station 003003},2020,August,3,Mo,13.3,27.9,0.1
Western Australia,WA,Broome Airport {station 003003},2020,August,4,Tu,14.4,27.8,0
Western Australia,WA,Broome Airport {station 003003},2020,August,5,We,17.7,26.2,0
Western Australia,WA,Broome Airport {station 003003},2020,August,6,Th,14.2,26.9,0
Western Australia,WA,Broome Airport {station 003003},2020,August,7,Fr,10.3,27.4,0
Western Australia,WA,Broome Airport {station 003003},2020,August,8,Sa,12.1,28.4,0
Western Australia,WA,Broome Airport {station 003003},2020,August,9,Su,13.3,30.1,0
Western Australia,WA,Broome Airport {station 003003},2020,August,10,Mo,16.2,28.4,0.4
Western Australia,WA,Broome Airport {station 003003},2020,August,11,Tu,20.1,27.6,0
Western Australia,WA,Broome Airport {station 003003},2020,August,12,We,19.9,26.5,1
Western Australia,WA,Broome Airport {station 003003},2020,August,13,Th,16,26.4,0
Western Australia,WA,Broome Airport {station 003003},2020,August,14,Fr,16.5,30.7,0
Western Australia,WA,Broome Airport {station 003003},2020,August,15,Sa,11.9,33.4,0
Western Australia,WA,Broome Airport {station 003003},2020,August,16,Su,16.6,27.9,0
Western Australia,WA,Broome Airport {station 003003},2020,August,17,Mo,16.8,26.9,0.1
Western Australia,WA,Broome Airport {station 003003},2020,August,18,Tu,21.7,28.7,0.2
Western Australia,WA,Broome Airport {station 003003},2020,August,19,We,15.9,32.9,0
Western Australia,WA,Broome Airport {station 003003},2020,August,20,Th,15.9,34.8,0
Western Australia,WA,Broome Airport {station 003003},2020,August,21,Fr,14,36.3,0
Western Australia,WA,Broome Airport {station 003003},2020,August,22,Sa,14.4,37,0
Western Australia,WA,Broome Airport {station 003003},2020,August,23,Su,15.8,38.9,0
Western Australia,WA,Broome Airport {station 003003},2020,August,24,Mo,16,31.1,0
Western Australia,WA,Broome Airport {station 003003},2020,August,25,Tu,20.6,31.9,0.4
Western Australia,WA,Broome Airport {station 003003},2020,August,26,We,15.5,37.2,0
Western Australia,WA,Broome Airport {station 003003},2020,August,27,Th,14.9,38.6,0
Western Australia,WA,Broome Airport {station 003003},2020,August,28,Fr,14,38.5,0
Western Australia,WA,Broome Airport {station 003003},2020,August,29,Sa,14.9,37.4,0
Western Australia,WA,Broome Airport {station 003003},2020,August,30,Su,14.7,37.1,0
Western Australia,WA,Broome Airport {station 003003},2020,August,31,Mo,14.1,37.5,0
Western Australia,WA,Broome Airport {station 003003},2020,September,1,Tu,13.7,30.9,0
Western Australia,WA,Broome Airport {station 003003},2020,September,2,We,18.1,33.7,0.4
Western Australia,WA,Broome Airport {station 003003},2020,September,3,Th,18.4,37,0.4
Western Australia,WA,Broome Airport {station 003003},2020,September,4,Fr,18.2,37.7,0
Western Australia,WA,Broome Airport {station 003003},2020,September,5,Sa,15,38.3,0
Western Australia,WA,Broome Airport {station 003003},2020,September,6,Su,16.4,30.3,0
Western Australia,WA,Broome Airport {station 003003},2020,September,7,Mo,20.9,31,0.2
Western Australia,WA,Broome Airport {station 003003},2020,September,8,Tu,19.8,32.7,0
Western Australia,WA,Broome Airport {station 003003},2020,September,9,We,18.9,31.4,0.2
Western Australia,WA,Broome Airport {station 003003},2020,September,10,Th,21.5,31.9,0.4
Western Australia,WA,Broome Airport {station 003003},2020,September,11,Fr,20.6,33,0.2
Western Australia,WA,Broome Airport {station 003003},2020,September,12,Sa,22.1,30,0.2
Western Australia,WA,Broome Airport {station 003003},2020,September,13,Su,20,31.9,0.1
Western Australia,WA,Broome Airport {station 003003},2020,September,14,Mo,19.1,31.1,0.2
Western Australia,WA,Broome Airport {station 003003},2020,September,15,Tu,22,31.9,0.2
Western Australia,WA,Broome Airport {station 003003},2020,September,16,We,19.3,32.1,0.2
Western Australia,WA,Broome Airport {station 003003},2020,September,17,Th,22.6,30.9,0
Western Australia,WA,Broome Airport {station 003003},2020,September,18,Fr,21.6,34.9,0
Western Australia,WA,Broome Airport {station 003003},2020,September,19,Sa,21.2,30.4,0
Western Australia,WA,Broome Airport {station 003003},2020,September,20,Su,22,31.5,0
Western Australia,WA,Broome Airport {station 003003},2020,September,21,Mo,25.8,35.9,0
Western Australia,WA,Broome Airport {station 003003},2020,September,22,Tu,19,36.4,0
Western Australia,WA,Broome Airport {station 003003},2020,September,23,We,21.4,39,0
Western Australia,WA,Broome Airport {station 003003},2020,September,24,Th,18.7,38.3,0
Western Australia,WA,Broome Airport {station 003003},2020,September,25,Fr,19.5,37.4,0
Western Australia,WA,Broome Airport {station 003003},2020,September,26,Sa,19.3,34.4,0
Western Australia,WA,Broome Airport {station 003003},2020,September,27,Su,22.5,30.6,0
Western Australia,WA,Broome Airport {station 003003},2020,September,28,Mo,25.1,30.7,0
Western Australia,WA,Broome Airport {station 003003},2020,September,29,Tu,20.1,31,0
Western Australia,WA,Broome Airport {station 003003},2020,September,30,We,20.4,33,0
Western Australia,WA,Broome Airport {station 003003},2020,October,1,Th,21.9,38.1,0
Western Australia,WA,Broome Airport {station 003003},2020,October,2,Fr,21.5,31.7,0
Western Australia,WA,Broome Airport {station 003003},2020,October,3,Sa,25.9,31.3,0
Western Australia,WA,Broome Airport {station 003003},2020,October,4,Su,22.9,31.9,0
Western Australia,WA,Broome Airport {station 003003},2020,October,5,Mo,19.3,30.2,0
Western Australia,WA,Broome Airport {station 003003},2020,October,6,Tu,19.3,30,0
Western Australia,WA,Broome Airport {station 003003},2020,October,7,We,16.5,32.7,0
Western Australia,WA,Broome Airport {station 003003},2020,October,8,Th,14.1,34.9,0
Western Australia,WA,Broome Airport {station 003003},2020,October,9,Fr,17.1,35.3,0
Western Australia,WA,Broome Airport {station 003003},2020,October,10,Sa,19.9,33.7,0
Western Australia,WA,Broome Airport {station 003003},2020,October,11,Su,24.7,33.7,0
Western Australia,WA,Broome Airport {station 003003},2020,October,12,Mo,20.7,32,0
Western Australia,WA,Broome Airport {station 003003},2020,October,13,Tu,22.5,32.8,0
Western Australia,WA,Broome Airport {station 003003},2020,October,14,We,21,32.2,0.2
Western Australia,WA,Broome Airport {station 003003},2020,October,15,Th,20.8,32.5,0.2
Western Australia,WA,Broome Airport {station 003003},2020,October,16,Fr,22.7,31.5,0.2
Western Australia,WA,Broome Airport {station 003003},2020,October,17,Sa,24.2,31.5,0
Western Australia,WA,Broome Airport {station 003003},2020,October,18,Su,25.3,30.3,0
Western Australia,WA,Broome Airport {station 003003},2020,October,19,Mo,,30.6,
Western Australia,WA,Broome Airport {station 003003},2020,October,20,Tu,,30.1,0
Western Australia,WA,Broome Airport {station 003003},2020,October,21,We,26,31,0
Western Australia,WA,Broome Airport {station 003003},2020,October,22,Th,25.6,,0
Western Australia,WA,Broome Airport {station 003003},2020,October,23,Fr,25.5,30.9,
Western Australia,WA,Broome Airport {station 003003},2020,October,24,Sa,,30.5,
Western Australia,WA,Broome Airport {station 003003},2020,October,25,Su,,30.7,
Western Australia,WA,Broome Airport {station 003003},2020,October,26,Mo,25.7,30.5,0
Western Australia,WA,Broome Airport {station 003003},2020,October,27,Tu,25.7,30.7,0
Western Australia,WA,Broome Airport {station 003003},2020,October,28,We,24.1,31.2,0
Western Australia,WA,Broome Airport {station 003003},2020,October,29,Th,25.1,31.2,0
Western Australia,WA,Broome Airport {station 003003},2020,October,30,Fr,24.7,33.2,0
Western Australia,WA,Broome Airport {station 003003},2020,October,31,Sa,25.5,37.7,0
Western Australia,WA,Broome Airport {station 003003},2020,November,1,Su,23.5,32.1,0
Western Australia,WA,Broome Airport {station 003003},2020,November,2,Mo,24.9,32.5,0
Western Australia,WA,Broome Airport {station 003003},2020,November,3,Tu,26,33.4,0
Western Australia,WA,Broome Airport {station 003003},2020,November,4,We,27.1,36,0
Western Australia,WA,Broome Airport {station 003003},2020,November,5,Th,29.2,41.2,0
Western Australia,WA,Broome Airport {station 003003},2020,November,6,Fr,27.7,35.3,0
Western Australia,WA,Broome Airport {station 003003},2020,November,7,Sa,25.1,34.8,0
Western Australia,WA,Broome Airport {station 003003},2020,November,8,Su,23.5,33.9,0
Western Australia,WA,Broome Airport {station 003003},2020,November,9,Mo,26.5,35,0
